id,k6_cluster,k10_cluster,title,artists,pp_artist
6k4Yu26JgigTt7ghkP1FDb,4,7,Rarri,['Lil Mosey'],Lil Mosey
576YycSx0m7YmiN1TGteWe,4,7,Pull Up,['Lil Mosey'],Lil Mosey
3fB96InfRUB2DCjbrfzKUt,2,6,Burberry Headband,['Lil Mosey'],Lil Mosey
0xNDvMqlGkOLEH66Z45FCL,4,7,Greet Her,['Lil Mosey'],Lil Mosey
1MFGfpG1LH1hSPKvjYLYEq,4,7,That's My Bitch,['Lil Mosey'],Lil Mosey
1PgBYvG7wziTSmZdDLYIvn,4,7,Yoppa (with BlocBoy JB),"['Lil Mosey', 'BlocBoy JB']",Lil Mosey / BlocBoy JB
1h4nOgOv7cMZtjpyJm083Y,2,6,Boof Pack,['Lil Mosey'],Lil Mosey
1Xi7FC0nwseWUBlBDPLnWI,2,9,Trapstar,['Lil Mosey'],Lil Mosey
0SfG57HqtBNqKN9O27fo1s,2,6,Racks on Racks,['Lil Pump'],Lil Pump
2EZ2KXLqs9zdRVVMMz1IsH,0,5,Sexy And I Know It,['LMFAO'],LMFAO
3bidbhpOYeV4knp8AIu8Xn,2,6,Can't Hold Us (feat. Ray Dalton),"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']",Macklemore & Ryan Lewis / Macklemore / Ryan Lewis / Ray Dalton
18n3RlT0UNcy2yHImHy8IT,2,6,Rude,['MAGIC!'],MAGIC!
6FE2iI43OZnszFLuLtvvmg,2,6,Classic,['MKTO'],MKTO
3ZdJffjzJWFimSQyxgGIxN,2,6,Just A Dream,['Nelly'],Nelly
0l4DTppOxy7NUaEcwXuOb6,2,9,Animal,['Neon Trees'],Neon Trees
7hZPBVT3M6UQv1eBkkTXfh,0,5,You're a Jerk,['New Boyz'],New Boyz
3hb2ScEVkGchcAQqrPLP0R,2,9,Photograph,['Nickelback'],Nickelback
2EBCVPNAG46nbgs6jXPGvv,4,7,Starships,['Nicki Minaj'],Nicki Minaj
0I3q5fE6wg7LIfHGngUTnV,0,5,Ms. Jackson,['Outkast'],Outkast
3DamFFqW32WihKkTVlwTYQ,2,9,Fireflies,['Owl City'],Owl City
1mKXFLRA179hdOWQBwUk9e,2,6,Just Give Me a Reason (feat. Nate Ruess),"['P!nk', 'Nate Ruess']",P!nk / Nate Ruess
4QNpBfC0zvjKqPJcyqBy9W,2,6,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",Pitbull / Ne-Yo / Afrojack / Nayer
4RCWB3V8V0dignt99LZ8vH,5,0,Hey There Delilah,"[""Plain White T's""]",Plain White T's
4HsXRB7o49CUNkEQyRxxOM,2,6,The One I Love,['R.E.M.'],R.E.M.
1IIb4sZvpKYLSu2JWF6cQk,2,2,Magic Johnson - Remastered,['Red Hot Chili Peppers'],Red Hot Chili Peppers
49FYlytm3dAAraYgpoJZux,2,9,Umbrella,"['Rihanna', 'JAY-Z']",Rihanna / JAY-Z
7ySUcLPVX7KudhnmNcgY2D,2,6,S&M,['Rihanna'],Rihanna
2ENexcMEMsYk0rVJigVD3i,4,7,Only Girl (In The World),['Rihanna'],Rihanna
0U10zFw4GlBacOy9VDGfGL,2,6,We Found Love,"['Rihanna', 'Calvin Harris']",Rihanna / Calvin Harris
6BHShslmpVCHLvxahvRLf7,2,9,Any Way You Want It,['Rise Against'],Rise Against
1b6AW6uDrtrUN0Y6GJR45j,2,6,(I Can't Get No) Satisfaction - (Original Single Mono Version),['The Rolling Stones'],The Rolling Stones
0C9jZPUv4SuaXkuEQw6L40,4,7,I'm A Believer,['Smash Mouth'],Smash Mouth
0TvQLMecTE8utzoNmvXRbK,2,9,Bad Blood,['Taylor Swift'],Taylor Swift
2F4FNcz68howQWD4zaGJSi,5,0,The Lion Sleeps Tonight (Wimoweh),['The Tokens'],The Tokens
7LBohG6plAhWaHjuzi4CpY,0,5,Rack City,['Tyga'],Tyga
3JvrhDOgAt6p7K8mDyZwRd,2,6,Riptide,['Vance Joy'],Vance Joy
54OR1VDpfkBuOY5zZjhZAY,2,6,YMCA - Original Version 1978,['Village People'],Village People
4NRQwaks9r58tTDvr4iEyv,2,6,In the Midnight Hour,['Wilson Pickett'],Wilson Pickett
6NdkIejC39Pcwg9Buw5f2B,4,7,Black and Yellow,['Wiz Khalifa'],Wiz Khalifa
5t3Vk8bRKylx4fjj7qlbib,5,0,bitches broken hearts,['Billie Eilish'],Billie Eilish
42Do1T9tU04SbC9AuTvFqY,5,0,"I Kissed a Girl, and She Kissed Me",['Kid Bloom'],Kid Bloom
2djhBAlQieAiuV9xbkjn7N,2,6,Maybe We're Meant To Be Alone,['Bad Suns'],Bad Suns
0KyzXQhY2yzcb1FYCHkZc2,5,8,Blessed,['Daniel Caesar'],Daniel Caesar
3E895HtTn6lB40SA0l9EkL,5,0,Take Me Away (feat. Syd),"['Daniel Caesar', 'Syd']",Daniel Caesar / Syd
4nESnAOALHmxg8UFCCtXhO,5,8,Freudian,['Daniel Caesar'],Daniel Caesar
0nMqu5vN44GNv8UOQxmBJK,2,9,Malibu 1992,['COIN'],COIN
0ZAdCDeysyoh5BOpuSGKy3,2,6,It's Alright,['Horsebeach'],Horsebeach
5cvbog6wen3r3bBbcwL16U,5,0,We've Never Met but Can We Have a Cup of Coffee or Something,['In Love With a Ghost'],In Love With a Ghost
4VIAKU13YSnozH0aLh5S81,2,6,Memorie$,"['Goody Grace', 'Jesse', 'A$AP ANT']",Goody Grace / Jesse / A$AP ANT
7HnkUNPrhRurdGEm9nRYFH,5,8,Death & Taxes,['Daniel Caesar'],Daniel Caesar
7Cu2COdH93MnuireuKNiS3,5,8,Streetcar,['Daniel Caesar'],Daniel Caesar
19uq4pCZON9cE6BzzlBUks,2,6,Sugar,['Beach Fossils'],Beach Fossils
4SqWKzw0CbA05TGszDgMlc,5,6,I Love You So,['The Walters'],The Walters
2fhOljbX79loRcdl47SFye,1,1,Moonlight on the River,['Mac DeMarco'],Mac DeMarco
7nMJz51yr8zQwk3fn051Cs,1,1,Adversity,['Beach Fossils'],Beach Fossils
23c9gmiiv7RCu7twft0Mym,4,7,Who Hurt You?,['Daniel Caesar'],Daniel Caesar
3sNVsP50132BTNlImLx70i,2,9,Bound 2,['Kanye West'],Kanye West
00m84SdRj2Bh8S3jL9bcsT,0,5,1:45 Freestyle,['Swank Sinatra'],Swank Sinatra
3AgCOeUsIGwCiO3mZ5NESw,2,9,Alright,"['Wiz Khalifa', 'Preme', 'Trippie Redd']",Wiz Khalifa / Preme / Trippie Redd
7dzwCwvobdoKlIHr9XPZns,2,6,BLOSSOM,['Aries'],Aries
5Pi1iwX97sCrgr34QXF8kV,0,5,Backwood Falls,['Chuck Strangers'],Chuck Strangers
6tSkAjLNPMeo4i0m9MrDml,5,0,Dark Matter,['lil aaron'],lil aaron
1eDS8ii1utvj0PjfQLrDb4,4,7,Skin,['Mac Miller'],Mac Miller
2f9LiRgs8ydXRQUW73DYM7,5,0,Drake Songs,['Andy Milonakis'],Andy Milonakis
1DehtVbbTjUQjxGaXd5PnH,3,4,Drifter,['Hippie Sabotage'],Hippie Sabotage
5VzTz1J8nWDAoEVYDVoY8L,2,6,Tidal Waves,['Summer Salt'],Summer Salt
4CDzxLnX6f8IpaFo0Na51x,4,7,Got Muscle (feat. Peewee Longway & WaveIQ),"['GoldLink', 'Peewee Longway', 'WaveIQ']",GoldLink / Peewee Longway / WaveIQ
2VBYFWgwIlJjyzidPTHQqp,4,2,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),"['Snakehips', 'Rivers Cuomo', 'KYLE']",Snakehips / Rivers Cuomo / KYLE
7AkLPOwjju8taQCJCaIUts,2,6,Happy Now - R3HAB Remix,"['Kygo', 'Sandro Cavazza', 'R3HAB']",Kygo / Sandro Cavazza / R3HAB
3u2ftj9rfsvJHsWJ57zkCZ,2,6,Hard to Love,"[""The Mowgli's""]",The Mowgli's
39exKIvycQDgs4T6uXdyu0,2,6,Harmony Hall,['Vampire Weekend'],Vampire Weekend
2v5JTeM6hSmi5wWy7jiwrI,4,7,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),"['Lil Peep', 'ILOVEMAKONNEN', 'Fall Out Boy']",Lil Peep / ILOVEMAKONNEN / Fall Out Boy
1LQMWoh2mSnEgQo2mClfiC,0,5,Snooze (feat. Cousin Stizz),"['Johnny Yukon', 'Cousin Stizz']",Johnny Yukon / Cousin Stizz
5GorZtvt7QPfGDuznlUySA,5,0,Is He Worthy? - Live,['Chris Tomlin'],Chris Tomlin
7js5EzsWkXjdgWEXmRlVXR,0,9,Keanu Reeves,['Logic'],Logic
3FElUsv3kuM2eIWNDf9op3,4,7,Xans,['Koffee K'],Koffee K
2nOrEg4ZHuR0cFQHeV8RnI,0,5,Locationships,['Cordae'],Cordae
3Ivq0hb32Dz0gDzcjduHkc,2,6,Love You Anymore - Cook Classics Remix,"['Michael Bublé', 'Cook Classics']",Michael Bublé / Cook Classics
2JvzF1RMd7lE3KmFlsyZD8,0,5,MIDDLE CHILD,['J. Cole'],J. Cole
2MRl5CedfKn1eWGRnpbSOU,5,8,Pretty Life,"['Terrell Morris', 'Free n Losh']",Terrell Morris / Free n Losh
7bBpGRaS4C1JPc1Zbznr1l,0,5,Fireman (Flip),['CoryaYo'],CoryaYo
11p2ty4w5GpoFL4vcK0Cru,4,7,Name in the Sand,['Lil Skies'],Lil Skies
2nhlwA7WJYlx8wYa5NM5fH,4,7,OMG,"['RL Grime', 'Joji', 'Chief Keef']",RL Grime / Joji / Chief Keef
67CglQMBskU7GENDI6B6Gs,0,5,On a Roll,['Splash Zanotti'],Splash Zanotti
6cLxofxCjrFpQYtifjK5Vf,2,6,Only in the West,['Yeek'],Yeek
6PRh0ilIMEP1xlUHqalnkD,0,5,Put a Date On It (feat. Lil Baby),"['Yo Gotti', 'Lil Baby']",Yo Gotti / Lil Baby
2xo44UuPdAFzaVMSX95suy,2,6,Forget It (feat. Oliver Tree),"['Getter', 'Oliver Tree']",Getter / Oliver Tree
2QoDAlMnML5haTXvYRS86X,2,6,Ready To Let Go,['Cage The Elephant'],Cage The Elephant
4MJfCOcc2PpWOrUqOpvy1S,2,6,Sunflower Seeds,['Bryce Vine'],Bryce Vine
16g4ZLTaLb3CIPypMEod31,2,6,Swimming (feat. Trippie Redd & Lil Xan),"['Baby Goth', 'Trippie Redd', 'Lil Xan']",Baby Goth / Trippie Redd / Lil Xan
64nAYVhNQZjdqZV0GLQQaR,0,5,Tree Tops,['nobigdyl.'],nobigdyl.
6vWEAOUSxohKxhp0K1BsxL,5,0,Mixed Personalities (feat. Kanye West),"['YNW Melly', 'Kanye West']",YNW Melly / Kanye West
1ZB2qWsheGabSEYvBYxjKn,2,9,Take on Me,['Weezer'],Weezer
75i46NeSscgcmzcWrs0GQK,4,7,Make It Right,"['Nessly', 'Joji']",Nessly / Joji
0RO3tjH2cfyoGHLynijFcc,5,8,Women,"['Florida Georgia Line', 'Jason Derulo']",Florida Georgia Line / Jason Derulo
5ngcqrs4Xq915GUqNtNNr5,5,0,Young Blood,['Noah Kahan'],Noah Kahan
2KRt6yYMdyKzm6nBbKL6Ze,0,5,Backbone,['Jimi Tents'],Jimi Tents
0PpfPNtQOOvbMNVJijTQj0,0,5,Backin' It Up (feat. Cardi B),"['Pardison Fontaine', 'Cardi B']",Pardison Fontaine / Cardi B
19P8UiALwAlWitsfn0r23v,0,5,Bleed,['Young M.A'],Young M.A
4nvj5stJvHjPMPO9knw6sO,0,5,Car Confessions,['Young M.A'],Young M.A
45CCe4gu08OYG1I4MH8TU6,0,5,Trauma,['Meek Mill'],Meek Mill
1ZZaZVYMURipAsSqa3sG57,0,5,Deadass,['Kemba'],Kemba
6ZyjQTlZxDtdjYKDwcAWNk,4,7,WAKA,"['6ix9ine', 'A Boogie Wit da Hoodie']",6ix9ine / A Boogie Wit da Hoodie
0e9JDnz30moH9suCA64omJ,4,7,Ego,['Jay Critch'],Jay Critch
3HNX5oAJQEgfhMMvPQULp6,0,5,Feelin Like,['Flipp Dinero'],Flipp Dinero
11QvWp3CsEPd0YLE6xKGyx,0,5,My Boy (feat. J. Cole) - Freestyle,"['Wale', 'J. Cole']",Wale / J. Cole
17ZIeViOmuFPfmV3vDGZjE,4,7,Price (feat. Flipp Dinero) - Remix,"['Beau Young Prince', 'Flipp Dinero']",Beau Young Prince / Flipp Dinero
7BbJw7SeLDxB9ywy6EZjA2,0,5,Try It (feat. French Montana & Fabolous),"['Jay Critch', 'French Montana', 'Fabolous']",Jay Critch / French Montana / Fabolous
0h7TBvbcVBYxn05P1ik1Z6,0,5,McDonalds Rich,['SAINt JHN'],SAINt JHN
1dhO5lyN2Otv4qR0xWQXH7,0,5,Live Sheck Wes,['Sheck Wes'],Sheck Wes
5hymY2bRVvk9XabRFZF1ze,0,5,New World Order,['Flatbush Zombies'],Flatbush Zombies
04MLEeAMuV9IlHEsD8vF6A,4,7,No Stylist (feat. Drake),"['French Montana', 'Drake']",French Montana / Drake
0QchbeWanR1gIXeNg8vA8c,4,7,Nervous,['French Montana'],French Montana
2Q13JqwPOhGIgvuHgdk6eZ,2,6,Overseas (feat. Lil Pump),"['Desiigner', 'Lil Pump']",Desiigner / Lil Pump
2ZoxdWVXp1jytovFuul6yX,0,2,"Something Dirty/Pic Got Us (feat. Kendrick Lamar, Jadakiss & Styles P)","['Swizz Beatz', 'Kendrick Lamar', 'Jadakiss', 'Styles P']",Swizz Beatz / Kendrick Lamar / Jadakiss / Styles P
6uFn47ACjqYkc0jADwEdj1,0,5,Pop Out (feat. Lil Tjay),"['Polo G', 'Lil Tjay']",Polo G / Lil Tjay
0Qd2KYCmwGYiTF3A0opS6b,2,6,Real Ties,['Lil Skies'],Lil Skies
49roweFtwCsOFIDTzASbmZ,0,5,Where We Come From (feat. YoungBoy Never Broke Again),"['Shy Glizzy', 'YoungBoy Never Broke Again']",Shy Glizzy / YoungBoy Never Broke Again
1JDvDrdoYSfhEf9ClkISnw,2,9,White Parents Are Gonna Hate This,['SAINt JHN'],SAINt JHN
1pfgsjmxVZhoZpeDx6POKv,2,6,Bones (feat. OneRepublic),"['Galantis', 'OneRepublic']",Galantis / OneRepublic
6imjJij6aCM0IbbODUzJQn,4,7,Kickstart My Heart,['Mötley Crüe'],Mötley Crüe
6kCqR0FkkD668JMTXBAGw7,2,6,Listen To Me,['Dirty Heads'],Dirty Heads
6YapMTu34xuchs2ggp0k3Q,2,6,N***a Sh*t (Swoosh),['SAINt JHN'],SAINt JHN
3mRlFZHUyvJbPTlkzg4LyJ,4,7,Roses,['SAINt JHN'],SAINt JHN
2HhJ0b1AwX5Vgcnf3zzx1p,4,7,Reflex,['SAINt JHN'],SAINt JHN
08bNPGLD8AhKpnnERrAc6G,4,7,FRIENDS,"['Marshmello', 'Anne-Marie']",Marshmello / Anne-Marie
4djIFfof5TpbSGRZUpsTXq,2,6,Talk Too Much,['COIN'],COIN
6CYZKR03b1jaeAIvIArubv,4,7,F*ck The Other Side,['Kvngshad'],Kvngshad
7KrkTrZfPhgXelA3NvDMkE,2,9,In Too Deep,['Trippie Redd'],Trippie Redd
4PINt7PCKUA9Mx3RK7uXcH,0,5,Gong Xi Fa Cai,['Higher Brothers'],Higher Brothers
6W6REroYlXeee1lAGWVhWk,4,7,16 Hours,['Higher Brothers'],Higher Brothers
5ZJ9wxMqAhIOekYLmukc2L,4,7,Jennifer,['Trinidad Cardona'],Trinidad Cardona
2nJDePK69THatYkjkjQFE8,5,8,You are so beautiful,['Eddy Kim'],Eddy Kim
5LiWJsSSjZh7Y3hqml18Ki,5,0,긴 밤이 오면,['Eddy Kim'],Eddy Kim
5IicbyTs62eqxLNGeBjaoa,5,0,When A Long Night Comes,['Eddy Kim'],Eddy Kim
0IjIiR4KI1svG3fhKL2sVn,5,9,Perhaps Love,['Eddy Kim'],Eddy Kim
2M0c6RddlHFOHPKwxfqMlW,2,6,Sweet Kiss Like Coffee,"['Eddy Kim', 'Lee Sung-kyung']",Eddy Kim / Lee Sung-kyung
2eOuL8KesslTLQERQPu11D,0,5,Bad Boy for Life,"['Diddy', 'Black Rob', 'Mark Curry']",Diddy / Black Rob / Mark Curry
0rTV5WefWd1J3OwIheTzxM,2,6,Talk,"['Khalid', 'Disclosure']",Khalid / Disclosure
2IoZOYOZDrWCOLoZoYedxQ,0,5,One Call,['Gunna'],Gunna
7MDKvOzNgAJ3KMCtaP2UOa,0,5,"Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)","['A$AP Mob', 'A$AP Rocky', 'A$AP Ferg', 'A$AP NAST', 'A$AP Twelvyy']",A$AP Mob / A$AP Rocky / A$AP Ferg / A$AP NAST / A$AP Twelvyy
4NVyCPbCkbmMEESIErpRXq,2,6,3Hunna,"['Chief Keef', 'Rick Ross']",Chief Keef / Rick Ross
2n5gVJ9fzeX2SSWlLQuyS9,0,6,Fight Night,['Migos'],Migos
10I3CmmwT0BkOVhduDy53o,2,6,Really Really,['Kevin Gates'],Kevin Gates
5Qy6a5KzM4XlRxsNcGYhgH,0,5,6 Foot 7 Foot,"['Lil Wayne', 'Cory Gunz']",Lil Wayne / Cory Gunz
1j6kDJttn6wbVyMaM42Nxm,2,9,Lord Pretty Flacko Jodye 2 (LPFJ2),['A$AP Rocky'],A$AP Rocky
3HVFNvrGnS05DHUzJfOS3n,2,6,50K Remix (feat. T.I.),"['Waka Flocka Flame', 'T.I.']",Waka Flocka Flame / T.I.
2nrSQK3ooS0sOSecOvh5Aq,2,6,We Dem Boyz,['Wiz Khalifa'],Wiz Khalifa
25rc1PFgPvtV6GFSloyOI0,4,7,New Level (feat. Future),"['A$AP Ferg', 'Future']",A$AP Ferg / Future
4gbVRS8gloEluzf0GzDOFc,4,7,Maps,['Maroon 5'],Maroon 5
7pYfyrMNPn3wtoCyqcTVoI,4,7,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","['Maroon 5', 'Christina Aguilera']",Maroon 5 / Christina Aguilera
1XGmzt0PVuFgQYYnV2It7A,2,6,Payphone,"['Maroon 5', 'Wiz Khalifa']",Maroon 5 / Wiz Khalifa
4llK75pXNWZz6KAho2Gp16,4,7,She Will Be Loved - Radio Mix,['Maroon 5'],Maroon 5
0F7FA14euOIX8KcbEturGH,2,6,Old Town Road,['Lil Nas X'],Lil Nas X
3Kw02aAq0oXtFWIgN2UEgN,2,6,Finally,['JMIN'],JMIN
2QWQbZq001S7e9Pxu5rbS7,2,6,Cupid,"['pH-1', 'PENOMECO']",pH-1 / PENOMECO
4tjoRdZYO1P1PqVYaWli72,2,6,GREEN HORIZON,['punchnello'],punchnello
3qZyXyjFMRX0n9aW7AujNV,4,7,Cha Cha,['Sik-K'],Sik-K
3uA8SjMyDtwtt0jLPMQbVD,2,9,D (Half Moon),"['DEAN', 'Gaeko']",DEAN / Gaeko
6YM2Wl7KAr0MExcTiYpw5D,4,7,YOU KNOW,"['Jay Park', 'Okasian']",Jay Park / Okasian
3AjWddhlSnA3PO8DQYXgSD,4,7,Cereal,"['Crush', 'ZICO']",Crush / ZICO
7lljb2kxrENpNOZnqDj01h,4,7,Army,['SahBabii'],SahBabii
19zsSUEuJNzNA6eqInqyF9,2,6,Make Up,"['Sam Kim', 'Crush']",Sam Kim / Crush
2h3jBh2kDDRSDbwzJqelFx,2,6,SANTA MONICA,['Aries'],Aries
5NiTFfCUp0UrjvSJtj4rIa,2,9,Surrender,['Cash Cash'],Cash Cash
5fNzoYEAjlwgAMsFPSYSVe,4,2,There Goes My Baby,['The Drifters'],The Drifters
7dblNGnRXEBrVJunazs2U5,5,0,All I Have to Do Is Dream,['The Everly Brothers'],The Everly Brothers
5fiH8RdAqIR6bSokyYRn2d,2,6,"Spooky, Scary Skeletons - DMA ILLAN Remix","['Andrew Gold', 'DMA ILLAN']",Andrew Gold / DMA ILLAN
2ahnofp2LbBWDXcJbMaSTu,4,7,"What Is Love - 7"" Mix",['Haddaway'],Haddaway
7ukwLZdHWlFZ8mrIYw8xbX,0,6,Casin,['glue70'],glue70
0UeYCHOETPfai02uskjJ3x,2,6,Shooting Stars,['Bag Raiders'],Bag Raiders
1V2MT0QZbqNUUr2fmSxSFE,0,5,Dance Til Your Dead,['Lil Memer'],Lil Memer
4MHWQwkmfYm3oscaCJGpF6,4,7,Mining,['Lil Memer'],Lil Memer
2QfiRTz5Yc8DdShCxG1tB2,2,9,Johnny B. Goode,['Chuck Berry'],Chuck Berry
3u0s2L2nv0gUuDwLlVi4qH,5,0,These Days,['Manwolves'],Manwolves
79K77TnwoJtGyUnbN5xTAu,3,4,Shigatsu wa Kimi no Uso,['Tifita'],Tifita
5dqE6Tv6bWU2XCN2qdAB2n,5,0,Again (Your Lie in April) - Ghibli Piano and Violin Version,['Seycara Orchestral'],Seycara Orchestral
08hlaHY7ssHzr2MvBKyKvt,3,4,Watashi No Uso (Your Lie in April Original Soundtrack),['Theishter'],Theishter
3A4FRzgve9BjfKbvVXRIFO,5,0,Sparkle - movie ver.,['RADWIMPS'],RADWIMPS
7dEfa89dZfo6CQPdsgGCF6,2,9,Nandemonaiya - movie ver.,['RADWIMPS'],RADWIMPS
5GQAHsTo4DI71QLAXUo3DV,3,4,Spirited Away - One Summer's Day,['Joe Hisaishi'],Joe Hisaishi
3eHtVkc0qhvwr0EWzi0gra,3,4,Spirited Away - Reprise,['Joe Hisaishi'],Joe Hisaishi
368hMk29q0OhJuRjWL44Fm,0,5,u U U U u U did i mfken stutter?,['swimcoach'],swimcoach
31JlwdeA9lGoeMppsVFUA1,0,5,Eric Koston,"['K Swisha', 'MadeinTYO']",K Swisha / MadeinTYO
2cTaBHm9pWHM7nFlinQ3Wg,0,5,Chopsticks,['Almighty Jay'],Almighty Jay
0Vd2DLAHPAJWQuehQe3ANH,0,5,4 5,['Don Ace'],Don Ace
5IiK3QRXP567MXIdM007jC,4,7,Acting Up,['The Holdup'],The Holdup
1GbBeC25pdTcH4IeEorJ2D,2,6,777 (feat. Cuco & Kwe$t),"['lilbootycall', 'Cuco', 'Kwe$t']",lilbootycall / Cuco / Kwe$t
2lH43POZa4XHxydnZizET5,4,7,TTM (feat. Wiz Khalifa & NGHTMRE),"['PnB Rock', 'Wiz Khalifa', 'NGHTMRE']",PnB Rock / Wiz Khalifa / NGHTMRE
6urLjX35oXXRYtcH1b3dCh,4,7,Dubai Shit,"['Huncho Jack', 'Travis Scott', 'Quavo', 'Offset']",Huncho Jack / Travis Scott / Quavo / Offset
15BdWDdYxXxvGg6uWjNCsw,0,5,What's The Hook,"['Reeseynem', 'Chance the Rapper']",Reeseynem / Chance the Rapper
7iMnomdwtd9zq2JboiA4Cs,0,5,The Preacher's Wife,['Chuuwee'],Chuuwee
7oBW80497A8axagr4aC9U6,0,5,Finer Things,['Polo G'],Polo G
1uMMWkJbsMkecvfx96d2F7,2,6,Gang WithMe,['Polo G'],Polo G
7caP3UAf8ZtIMVpWfEIA4H,0,5,Battle Cry,['Polo G'],Polo G
1x4UTuG7Jx2ZzWdBJbhMnW,0,5,The Come Up,['Polo G'],Polo G
3AV8QDdV039k7eb8DXiPMW,2,6,Split,"['BLACK NINE', 'Sungwoo of No Brain']",BLACK NINE / Sungwoo of No Brain
0WSGVcdGTgT72w651cEMIq,4,7,Flex Forever,"['The Quiett', 'CHANGMO']",The Quiett / CHANGMO
3ENtKJp7OMQ9G19WX4EGgX,2,6,SS,['0hz'],0hz
7qHxYlsLY0P8lyhSHciFcj,4,7,I Know Myself,"['nafla', 'Big Banana']",nafla / Big Banana
6v4b1pOQzYbyG0MRvzjcAV,0,5,00 (DOUBLE O),['NO:EL'],NO:EL
5D9NOCusyVe8mEY6qDqulu,0,5,Duracell,"['Kid Milli', 'Byung Un']",Kid Milli / Byung Un
3NGqVukEbiECo3YgZYzp36,2,6,a fence,['Woo'],Woo
5EoJuiRMwV9cQIpZpMaV5o,0,6,"Attention Whore (Prod. By GIRIBOY, Johnny)","['GIRIBOY', 'THAMA']",GIRIBOY / THAMA
7oDd8O1qfg62YU6YWfqdlU,2,6,Flaker,['pH-1'],pH-1
16YSuCnEjfRU3ic7Zb7fFA,4,7,DDING (Prod. By GIRIBOY),"['Jvcki Wai', 'YANGHONGWON', 'Osshun Gum', 'Han Yo Han']",Jvcki Wai / YANGHONGWON / Osshun Gum / Han Yo Han
1UHBO2hljyZzjaGeGGJrKF,4,7,Blue Hawaii (Prod. by 0channel),"['punchnello', 'Crush', 'PENOMECO']",punchnello / Crush / PENOMECO
5oEiIElXNVGkG7SsgOHiY9,4,7,BLUETOOTH (feat. Kid Milli),"['OLNL', 'Kid Milli', 'sec paul']",OLNL / Kid Milli / sec paul
4VmfPkEhoUPUKBKPmLsYC8,4,7,RAIN MAN,"['Blase', 'CHOILB']",Blase / CHOILB
0ElXYsrJvTnUDyDpwVeEP3,4,7,Hikikomori,['BANG YONGGUK'],BANG YONGGUK
4c3LniB0LVFH2WyGYkqgdK,4,7,Pluhmm,['HA:TFELT'],HA:TFELT
63V5GaXx28BQDWGpNuUOkd,5,0,All or Nothing at All (with Harry James & His Orchestra),"['Frank Sinatra', 'Harry James']",Frank Sinatra / Harry James
3wAIcORchxdSkWv6v5AkaU,5,0,Over The Rainbow,['Judy Garland'],Judy Garland
1rmvCn0AfUx84vcbvxWYwh,2,6,"Shake, Rattle And Roll - Single Version",['Bill Haley & His Comets'],Bill Haley & His Comets
2NkAoxQOr6MGdMB5JDTU81,5,8,Blueberry Hill - Remastered 2002,['Fats Domino'],Fats Domino
2iXcvnD3d1gfLBum0cE5Eg,2,9,Tutti Frutti,['Little Richard'],Little Richard
5Ojb9dF8VoBHUwbDfPxMlg,4,7,Do Not Disturb (feat. Lil Yachty & Offset),"['Smokepurpp', 'Murda Beatz', 'Lil Yachty', 'Offset']",Smokepurpp / Murda Beatz / Lil Yachty / Offset
4UutBLYMby6whu2bMYh9Oa,2,9,L'amour toujours (feat. Delaney Jane) - Tiësto Edit,"['Dzeko & Torres', 'Delaney Jane', 'Tiësto']",Dzeko & Torres / Delaney Jane / Tiësto
3SdTKo2uVsxFblQjpScoHy,5,0,Stand by Me,['Ben E. King'],Ben E. King
57iDDD9N9tTWe75x6qhStw,2,9,Bitter Sweet Symphony,['The Verve'],The Verve
7o7E1nrHWncYY7PY94gCiX,2,6,Video Killed The Radio Star,['The Buggles'],The Buggles
5dIKF6uVJ206hj0pO0gg0I,1,1,Funkytown,['Lipps Inc.'],Lipps Inc.
0QV3swr7L8MZr72lL2izV1,2,9,Hardwired,['Metallica'],Metallica
5nekfiTN45vlxG0eNJQQye,2,9,Fade To Black - Remastered,['Metallica'],Metallica
1PhLYngBKbeDtdmDzCg3Pb,2,6,Sad But True,['Metallica'],Metallica
2R6UrJ8uWbSIiHWmvRQvN8,2,9,Whiskey In The Jar,['Metallica'],Metallica
2dXsILW8gzkosqleHAvl0v,2,9,For Whom The Bell Tolls - Remastered,['Metallica'],Metallica
5IX4TbIR5mMHGE4wiWwKW0,2,8,One,['Metallica'],Metallica
4aYLAF6ckQ5ooGGGM7sWAa,2,9,The Unforgiven,['Metallica'],Metallica
2MuWTIM3b0YEAskbeeFE1i,1,1,Master Of Puppets,['Metallica'],Metallica
5sICkBXVmaCQk5aISGR3x1,4,7,Enter Sandman,['Metallica'],Metallica
0nLiqZ6A27jJri2VCalIUs,5,8,Nothing Else Matters,['Metallica'],Metallica
01TnVDiet1DFTsyWKUKovl,4,7,NUMB,['XXXTENTACION'],XXXTENTACION
1B3TX5FbmcVROMv2riOwyE,2,6,Looking for a Star,['XXXTENTACION'],XXXTENTACION
